clause_id,policy_id,policy_number,insurance_type,section_type,page_number,clause_text
hmr-008,POL-HOME-COMP,HO-2023-001,HOME,SUB_LIMITS,15,"Contents cover for electronic equipment including televisions, computers, and home appliances is subject to 50% depreciation for items more than 5 years old."
hmr-009,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,11,Loss or damage caused by domestic animals or pets belonging to the insured or members of the household is excluded from contents and structure coverage.
hmr-010,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,7,"Alternative accommodation expenses up to INR 10,000 per month and up to 12 months are covered if the insured property is rendered uninhabitable due to an insured peril."
hmr-011,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,8,"Jewellery, gold ornaments, and precious stones are covered for theft, fire, and natural calamity up to INR 2,00,000 per item and INR 5,00,000 in aggregate per policy year."
hmr-012,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,12,Theft or burglary occurring without evidence of forcible entry or without a filed police report within 24 hours of discovery is excluded from coverage.
hmr-013,POL-HOME-COMP,HO-2023-001,HOME,SUB_LIMITS,16,"Loss of rent income due to rendering of premises uninhabitable is covered up to 10% of the sum insured per year, for a maximum period of 12 months per incident."
hmr-014,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,9,"Earthquake cover is included for Zone III, IV, and V as per the seismic zoning map of India. Properties in Zone I and II require a specific earthquake endorsement for coverage."
hmr-015,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,13,Flood damage is excluded for properties located in a designated flood plain or river bed zone unless a specific flood endorsement has been obtained after insurer survey and inspection.
hmr-016,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,10,"Home emergency services cover: Plumber, electrician, locksmith, and glazier emergency call-out charges up to INR 3,000 per call and INR 15,000 per year are reimbursed."
hmr-017,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,11,"Solar panel installation on the roof is covered under the structure policy for damage due to storm, hail, lightning, and fire. Inverter and battery bank are covered as contents."
hmr-018,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,14,"Loss or damage arising from faulty design, construction defects, or failure of waterproofing or damp proofing is excluded and must be remedied by the builder under defect liability provisions."
hmr-019,POL-HOME-COMP,HO-2023-001,HOME,SUB_LIMITS,17,"Fine art, collectibles, antiques, and rare items are covered up to their insured value only if a schedule of items with individual valuations is submitted at inception."
hmr-020,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,12,Cyclone damage in coastal districts of Andhra Pradesh: A special excess of 2% of the sum insured applies to all cyclone claims in the coastal belt of 5 km from the sea.
hmr-021,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,15,"Damage or loss of property under a lease, mortgage, or hypothecation where the insured's interest has been transferred or suspended is excluded from claim settlement."
hmr-022,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,13,"Reinstatement value clause: Where reinstatement is opted, the insurer will pay the cost of restoring the property to its original condition with like materials. Betterment is not covered."
hmr-023,POL-HOME-COMP,HO-2023-001,HOME,SUB_LIMITS,18,Generator and inverter sets permanently installed at the premises are covered as part of the structure sum insured. Portable generators are covered under contents at 50% of purchase value.
hmr-024,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,16,"Loss or damage caused by a change in the water table, ground heave, or soil movement is excluded unless it results directly from the action of a named storm or flood peril."
hmr-025,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,14,"The insured must take all reasonable precautions to safeguard the property and prevent loss. Failure to secure windows, doors, and locks before leaving the premises may reduce claim payable by 25%."
hmr-026,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,15,"Claim process: Damage must be reported within 48 hours. Loss adjustor inspection must occur before any repairs. Three quotes must be submitted for repair work above INR 50,000."
hmr-027,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,17,"Damage to boundary walls, gates, fences, and outhouses is excluded unless these are specifically included in the policy schedule and valued separately."
hmr-028,POL-HOME-COMP,HO-2023-001,HOME,SUB_LIMITS,19,"Water damage from pipe burst or tank overflow is covered up to INR 1,00,000 per incident for a single-family dwelling. Damage to flooring below the waterline in multi-floor buildings requires endorsement."
hmr-029,POL-HOME-COMP,HO-2023-001,HOME,MAIN_POLICY,16,Professional fees for architects and surveyors incurred in rebuilding or repairing an insured property following a valid claim are reimbursed up to 5% of the claim settlement amount.
hmr-030,POL-HOME-COMP,HO-2023-001,HOME,EXCLUSIONS,18,Loss of business or livelihood arising from the property being uninhabitable due to an insured peril is not covered under this policy. A separate business interruption policy is required.
cr-001,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,3,"Coverage is provided for yield loss due to non-preventable risks including natural fire, lightning, storm, hailstorm, cyclone, typhoon, flood, inundation, landslide, drought, dry spells, and pest or disease attacks."
cr-002,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,4,"For localized calamity claims, the affected farmer must report the damage to the insurance company, concerned bank, or agriculture department within 72 hours of occurrence. Late reporting reduces settlement."
cr-003,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,8,"Damage caused to crops due to war, nuclear activity, and wilful negligence by the farmer including non-adherence to recommended agricultural practices is excluded from coverage."
cr-004,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,5,The sum insured per hectare shall be the scale of finance as fixed by the District Level Technical Committee for the respective crop and season.
cr-005,POL-CROP-PMFBY,CR-2024-001,CROP,WAITING_PERIODS,9,Claims for standing crop loss shall be assessed based on Crop Cutting Experiments (CCE) conducted by the State Government through the Revenue Department. CCE results are final and binding.
cr-006,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,6,"Post-harvest losses: Coverage extends to losses occurring within 14 days of harvesting for crops left to dry in the field in cut-and-spread condition, due to cyclone, unseasonal rain, or hailstorm."
cr-007,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,7,"Prevented sowing or planting risk: If more than 75% of the insured area in a notified unit suffers failed sowing due to rainfall deficiency or adverse weather, 25% of sum insured is payable."
cr-008,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,9,"Crops damaged due to trespassing livestock, theft, or malicious damage by third parties are excluded. Farmer must file a police complaint within 24 hours for theft-related crop losses."
cr-009,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,8,"Premium subsidy: The farmer's share of premium is capped at 2% for Kharif food and oilseed crops, 1.5% for Rabi food and oilseed crops, and 5% for commercial and horticultural crops."
cr-010,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,9,Loanee farmers: All loanee farmers availing seasonal agricultural operations loans for notified crops in notified areas are mandatorily enrolled under PMFBY. Premium is automatically deducted from loan account.
cr-011,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,10,"Perennial crops including coconut, cashew, and mango orchards are not covered under standard PMFBY. Separate crop insurance schemes exist for plantation and horticultural crops."
cr-012,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,10,"Mid-season adversity cover: If expected yield at the end of season is less than 50% of normal yield due to widespread calamity, an on-account payment of 25% of likely claim is made to registered farmers."
cr-013,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,11,Technology-based assessment: Remote sensing and drone technology shall be used for crop loss assessment as directed by the State Government. CCE data will be cross-referenced with satellite imagery.
cr-014,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,11,"Damage to crops in areas where the farmer has applied excessive pesticide or fertiliser beyond the recommended dose, leading to chemical burn, is excluded from coverage."
cr-015,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,12,"Individual farm-level assessment for localized calamities: Hailstorm, landslide, inundation, and cloud burst are assessed at individual farm level using physical verification and loss assessment form."
cr-016,POL-CROP-PMFBY,CR-2024-001,CROP,WAITING_PERIODS,10,"State Government notification of crop, area, season, and insurance unit must be issued at least 15 days before the cut-off date for enrolment. Late notification affects farmer enrolment eligibility."
cr-017,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,13,Claim settlement timeline: Claims must be settled within 45 days from the finalisation of CCE yield data by the State Government. Delay beyond 45 days attracts 12% per annum interest payable to the farmer.
cr-018,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,12,Voluntary non-cultivation of the insured crop without valid reason after enrolment will result in cancellation of the insurance contract and forfeiture of premium paid.
cr-019,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,14,"Non-loanee farmers may enrol voluntarily by submitting a declaration of sowing certificate, Aadhaar card, and passbook at the designated Common Service Centre before the cutoff date."
cr-020,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,15,Indemnity calculation: Claims are settled based on the formula: (Threshold yield - Actual yield) / Threshold yield x Sum Insured. Threshold yield is the 7-year moving average of CCE data for the notified unit.
cr-021,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,13,Losses due to the farmer's failure to report sowing by submitting the Crop Sowing Certificate to the bank or CSC within the prescribed date will render the claim inadmissible.
cr-022,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,16,"Andhra Pradesh PMFBY: Crops notified for Kharif 2024 include Paddy, Cotton, Groundnut, Maize, Red Gram, Black Gram, and Green Gram across all 25 districts of Andhra Pradesh."
cr-023,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,17,Grievance redressal: Farmers may file complaints at the district-level grievance committee. Complaints not resolved within 30 days are escalated to the State Steering Committee.
cr-024,POL-CROP-PMFBY,CR-2024-001,CROP,EXCLUSIONS,14,Loss of stored produce after harvesting and transportation from the field is excluded. Only standing crop and cut-and-spread crop within 14 days post-harvest are eligible for coverage.
cr-025,POL-CROP-PMFBY,CR-2024-001,CROP,MAIN_POLICY,18,Crop insurance benefit under PMFBY is directly credited to the farmer's Aadhaar-linked bank account within 2 days of approval. Farmers without Aadhaar linkage may receive payment by cheque.
